No,ID,name,address,same address as evac site,comments,eligible_people,latitude,longitude,remarks
2492,E1340100035111,樫立公民館,東京都八丈町樫立2027,,,,33.071567,139.796146,
2493,E1340100036111,樫立屋内運動場,東京都八丈町樫立2035,,,,33.072009,139.798306,
2494,E1340100025111,むつみ保育園,東京都八丈町三根1763,,,,33.11678,139.803133,
2495,E1340100028111,保健福祉センター,東京都八丈町三根2,,,,33.11354,139.793227,
2496,E1340100027111,コミュニティセンター,東京都八丈町三根26,,,,33.113794,139.792361,
2497,E1340100023111,三根小学校,東京都八丈町三根341,,,,33.118426,139.800973,
2498,E1340100022111,三根公民館,東京都八丈町三根347,,,,33.119046,139.802065,
2499,E1340100024111,富士中学校,東京都八丈町三根4655,,,,33.124709,139.79503,
2500,E1340100026111,むつみ第２保育園,東京都八丈町三根505-1,,,,33.124903,139.801492,
2501,E1340100030111,大賀郷小学校,東京都八丈町大賀郷15,,,,33.104628,139.787992,
2502,E1340100034111,多目的ホール「おじゃれ」,東京都八丈町大賀郷2551-2,,,,33.112922,139.788595,
2503,E1340100032111,八丈高等学校,東京都八丈町大賀郷3020,1,,,33.107376,139.780463,
2504,E1340100029111,大賀郷公民館,東京都八丈町大賀郷3060,,,,33.106685,139.783796,
2505,E1340100031111,大賀郷中学校,東京都八丈町大賀郷3073,,,,33.10643,139.781287,
2506,E1340100033111,若草保育園,東京都八丈町大賀郷71,,,,33.105804,139.785422,
2507,E1340100038111,三原小学校,東京都八丈町中之郷2474,,,,33.069309,139.805772,
2508,E1340100038112,三原中学校,東京都八丈町中之郷2474,,,,33.069533,139.804906,
2509,E1340100040111,中之郷屋内運動場,東京都八丈町中之郷2612,,,,33.066656,139.812886,
2510,E1340100039111,あおぞら保育園,東京都八丈町中之郷2612-1,,,,33.066935,139.813459,
2511,E1340100037111,中之郷公民館,東京都八丈町中之郷2613,,,,33.06615,139.813193,
2512,E1340100042112,末吉屋内運動場,東京都八丈町末吉2648,,,,33.082056,139.851222,
2513,E1340100042111,末吉多目的交流施設,東京都八丈町末吉2648,,,,33.082069,139.851038,
2514,E1340100041111,末吉公民館,東京都八丈町末吉633,,,,33.082201,139.852175,
2515,E1310900090111,荏原第一中学校,東京都品川区荏原1-24-30,,,,35.619479,139.712878,
2516,E1310900020121,荏原特別養護老人ホーム,東京都品川区荏原2-9-6,,,区が特定した者,35.617068,139.711244,
2517,E1310900003111,スクエア荏原,東京都品川区荏原4-5-28,,,,35.615397,139.707556,
2518,E1310900089121,荏原いきいき倶楽部,東京都品川区荏原6-2-8,,,,35.612953,139.702927,
2519,E1310900092111,清水台小学校,東京都品川区旗の台1-11-17,,,,35.607413,139.702378,
2520,E1310900005111,第二延山小学校,東京都品川区旗の台1-6-1,,,,35.609962,139.703684,
2521,E1310900014121,旗の台シルバーセンター,東京都品川区旗の台4-13-1,,,区が特定した者,35.602577,139.704708,
2522,E1310900007111,旗台小学校,東京都品川区旗の台4-7-11,,,,35.603055,139.704557,
2523,E1310900095111,荏原第五中学校,東京都品川区旗の台5-11-13,,,,35.603073,139.702029,
2524,E1310900012121,心身障害者福祉会館,東京都品川区旗の台5-2-2,,,区が特定した者,35.605003,139.700436,
2525,E1310900010122,戸越台特別養護老人ホーム,東京都品川区戸越1-15-23,,,,35.6158941538395,139.717279157441,
2526,E1310900010112,戸越台中学校,東京都品川区戸越1-15-23,,,,35.6157109939,139.717236242099,
2527,E1310900011111,宮前小学校,東京都品川区戸越4-5-10,,,,35.612111,139.71858,
2528,E1310900098111,大原小学校,東京都品川区戸越6-17-3,,,,35.607346,139.716197,
2529,E1310900099111,後地小学校,東京都品川区小山2-4-6,,,,35.621687,139.708774,
2530,E1310900096121,後地シルバーセンター,東京都品川区小山2-9-19,,,区が特定した者,35.62061,139.709143,
2531,E1310900100111,小山小学校,東京都品川区小山5-10-6,,,,35.616028,139.703291,
2532,E1310900097121,小山シルバーセンター,東京都品川区小山5-17-18,,,区が特定した者,35.61486,139.701427,
2533,E1310900101111,荏原第六中学校,東京都品川区小山5-20-19,,,,35.616336,139.699897,
2534,E1310900102111,小山台小学校,東京都品川区小山台1-18-24,,,,35.622843,139.703321,
2535,E1310900019111,第三日野小学校,東京都品川区上大崎1-19-19,1,,,35.632786,139.72408,
2536,E1310900030121,上大崎特別養護老人ホーム,東京都品川区上大崎3-10-7,,,区が特定した者,35.633153,139.718484,
2537,E1310900085121,アプリ児童デイサービス不動前,東京都品川区西五反田3-13-14,,,,35.627857,139.713699,
2538,E1310900026121,ケアホーム西五反田,東京都品川区西五反田3-6-6,,,,35.627804,139.7168,
2539,E1310900094121,西五反田シルバーセンター,東京都品川区西五反田3-9-10,,,区が特定した者,35.626521,139.716873,
2540,E1310900024111,第四日野小学校,東京都品川区西五反田4-29-9,1,,,35.625678,139.712309,
2541,E1310900088121,ニチイホーム不動前,東京都品川区西五反田5-22-13,,,,35.623451,139.713501,
2542,E1310900025111,第一日野小学校,東京都品川区西五反田6-5-32,1,,,35.622187,139.716134,
2543,E1310900103121,ロイヤルサニー,東京都品川区西大井2-4-4,,,,35.599921,139.722545,
2544,E1310900027111,ウェルカムセンター原・交流施設,東京都品川区西大井2-5-21,,,,35.599277,139.721886,
2545,E1310900107111,冨士見台中学校,東京都品川区西大井5-5-14,,,,35.598379,139.715229,
2546,E1310900108111,伊藤小学校,東京都品川区西大井5-6-8,,,,35.598707,139.717359,
2547,E1310900031121,かがやき園,東京都品川区西大井6-2-14,,,,35.600986,139.715284,
2548,E1310900028121,平塚橋ゆうゆうプラザ,東京都品川区西中延1-2-8,,,区が特定した者,35.614293,139.709939,
2549,E1310900028122,平塚橋特別養護老人ホーム,東京都品川区西中延1-2-8,,,区が特定した者,35.614304,139.709931,
2550,E1310900032111,延山小学校,東京都品川区西中延2-17-5,,,,35.608821,139.707895,
2551,E1310900033111,大崎中学校,東京都品川区西品川3-10-6,,,,35.615803,139.723174,
2552,E1310900034111,三木小学校,東京都品川区西品川3-16-28,1,,,35.615511,139.726802,
2553,E1310900035111,山中小学校,東京都品川区大井3-7-19,,,,35.603097,139.730301,
2554,E1310900036111,伊藤学園,東京都品川区大井5-1-37,,,,35.600145,139.726053,
2555,E1310900083121,アライブ品川大井,東京都品川区大井5-21-18,,,,35.596794,139.729691,
2556,E1310900037111,大井第一小学校,東京都品川区大井6-1-32,1,,,35.598723,139.731373,
2557,E1310900106121,大崎ゆうゆうプラザ,東京都品川区大崎2-7-13,,,区が特定した者,35.616823,139.725845,
2558,E1310900039111,芳水小学校,東京都品川区大崎3-12-22,1,,,35.619246,139.72487,
2559,E1310900040111,中延小学校,東京都品川区中延1-11-15,,,,35.612545,139.709625,
2560,E1310900021121,成幸ホーム,東京都品川区中延1-8-7,,,,35.612023,139.711841,
2561,E1310900042111,源氏前小学校,東京都品川区中延6-2-18,,,,35.603505,139.711898,
2562,E1310900022121,中延特別養護老人ホーム,東京都品川区中延6-8-8,,,,35.601782,139.711577,
2563,E1310900044111,日野学園,東京都品川区東五反田2-11-1,,,,35.62454,139.72833,
2564,E1310900002121,五反田シルバーセンター,東京都品川区東五反田2-15-6,,,区が特定した者,35.621915,139.72935,
2565,E1310900046111,鮫浜小学校,東京都品川区東大井2-10-14,,,,35.601402,139.7407,
2566,E1310900047111,浜川中学校,東京都品川区東大井3-18-34,,,,35.600223,139.737997,
2567,E1310900048111,立会小学校,東京都品川区東大井4-15-9,1,,,35.60449,139.740229,
2568,E1310900008121,関ヶ原シルバーセンター,東京都品川区東大井6-11-11,,,区が特定した者,35.601876,139.736487,
2569,E1310900050111,台場小学校,東京都品川区東品川1-8-30,,,,35.620868,139.743744,
2570,E1310900017121,晴楓ホーム,東京都品川区東品川3-1-8,,,,35.617118,139.746759,
2571,E1310900052111,東海中学校,東京都品川区東品川3-30-15,,,,35.612609,139.748991,
2572,E1310900093121,東品川ゆうゆうプラザ,東京都品川区東品川3-32-10,,,区が特定した者,35.612945,139.750549,
2573,E1310900054111,城南第二小学校,東京都品川区東品川3-4-5,,,,35.615243,139.74587,
2574,E1310900055111,鈴ヶ森中学校,東京都品川区南大井2-3-14,,,,35.593105,139.737732,
2575,E1310900009121,南大井シルバーセンター,東京都品川区南大井3-7-13,,,区が特定した者,35.591708,139.734411,
2576,E1310900057111,鈴ヶ森小学校,東京都品川区南大井4-16-2,,,,35.59449,139.735253,
2577,E1310900058111,浜川小学校,東京都品川区南大井4-3-27,1,,,35.598211,139.735852,
2578,E1310900105121,ケアセンター南大井,東京都品川区南大井5-19-1,,,,35.594685,139.733898,
2579,E1310900060111,城南小学校,東京都品川区南品川2-8-21,1,,,35.613304,139.742671,
2580,E1310900109121,障害児総合支援施設（ぐるっぽ）,東京都品川区南品川3-7-7,,,,35.6073,139.745209,
2581,E1310900087121,ニチイホーム南品川,東京都品川区南品川4-13-1,,,,35.612606,139.73819,
2582,E1310900082121,グランアークみづほ,東京都品川区南品川4-2-32,,,,35.614697,139.738327,
2583,E1310900084122,ＴＯＤＡＹ南品川,東京都品川区南品川4-2-35,,,,35.615116,139.738342,
2584,E1310900084121,グリーンデイ南品川,東京都品川区南品川4-2-35,,,区が特定した者,35.615086,139.738468,
2585,E1310900091121,南品川シルバーセンター,東京都品川区南品川5-10-3,,,区が特定した者,35.610197,139.739836,
2586,E1310900004121,都立品川特別支援学校,東京都品川区南品川6-15-20,,,区が特定した者,35.609718,139.738189,
2587,E1310900063111,浅間台小学校,東京都品川区南品川6-8-8,1,,,35.611487,139.736573,
2588,E1310900064111,豊葉の杜学園,東京都品川区二葉1-3-40,,,,35.607051,139.725622,
2589,E1310900065111,上神明小学校,東京都品川区二葉4-4-10,,,,35.603157,139.715059,
2590,E1310900018121,かえで荘,東京都品川区八潮5-1-1,,,,35.6050281973753,139.752323776197,
2591,E1310900018122,かもめ園,東京都品川区八潮5-1-1,,,,35.6050194742987,139.752495437573,
2592,E1310900068111,八潮学園,東京都品川区八潮5-11-2,,,,35.601431,139.752506,
2593,E1310900069111,明晴学園,東京都品川区八潮5-2-1,,,,35.603936,139.75321,
2594,E1310900070111,こみゅにてぃぷらざ八潮,東京都品川区八潮5-9-11,,,,35.597962,139.752444,
2595,E1310900104121,八潮南特別養護老人ホーム,東京都品川区八潮5-9-2,,,,35.598721,139.75267,
2596,E1310900013121,平塚ゆうゆうプラザ,東京都品川区平塚2-10-20,,,区が特定した者,35.616892,139.713952,
2597,E1310900072111,京陽小学校,東京都品川区平塚2-19-20,,,,35.615079,139.713357,
2598,E1310900073111,荏原平塚学園,東京都品川区平塚3-16-26,,,,35.615508,139.709978,
2599,E1310900074111,戸越小学校,東京都品川区豊町2-1-20,,,,35.610832,139.720964,
2600,E1310900015121,ゆたかシルバーセンター,東京都品川区豊町3-2-15,,,区が特定した者,35.608339,139.719641,
2601,E1310900076111,旧荏原第四中学校,東京都品川区豊町3-5-31,,,,35.609012,139.721204,
2602,E1310900029112,杜松ホーム,東京都品川区豊町4-24-15,,,,35.60601,139.722722,
2603,E1310900001122,北品川ゆうゆうプラザ,東京都品川区北品川1-29-12,,,,35.620552,139.741791,
2604,E1310900086121,アプリ児童デイサービス北品川,東京都品川区北品川2-18-2,,,,35.618214,139.74144,
2605,E1310900079111,品川学園,東京都品川区北品川3-9-30,1,,,35.618095,139.737927,
2606,E1310900081121,ソピア御殿山,東京都品川区北品川5-2-1,,,区が指定した者,35.623254,139.731672,
2607,E1310900080111,御殿山小学校,東京都品川区北品川5-2-6,1,,,35.6232449934937,139.732283297121,
2608,E1320600003111,府中市立府中第九小学校,東京都府中市栄町3-7,1,,,35.68680949,139.4716476,
2609,E1320600005111,府中市立第六中学校,東京都府中市押立町1-2,1,,,35.66076194,139.5072522,
2610,E1320600007111,押立文化センター,東京都府中市押立町5-4,,,,35.653661,139.517745,
2611,E1320600008111,府中市立第一中学校,東京都府中市幸町1-22,1,,,35.68098372,139.4803401,
2612,E1320600010111,府中市立第二中学校,東京都府中市紅葉丘1-23,1,,,35.67270764,139.5090907,
2613,E1320600011111,紅葉丘文化センター,東京都府中市紅葉丘2-1,,,,35.676527,139.509239,
2614,E1320600012111,府中市立第八中学校,東京都府中市四谷1-2827,1,,,35.65862065,139.4462267,
2615,E1320600013111,四谷文化センター,東京都府中市四谷2-75,,,,35.665278,139.445636,
2616,E1320600014111,府中市立四谷小学校,東京都府中市四谷3-2740,1,,,35.65911906,139.4447856,
2617,E1320600016111,府中市立若松小学校,東京都府中市若松町3-11,1,,,35.67322858,139.4993314,
2618,E1320600017111,府中市立府中第十小学校,東京都府中市若松町4-29,1,,,35.67743148,139.5085647,
2619,E1320600020111,府中市立府中第一小学校,東京都府中市寿町2-6,1,,,35.67430814,139.4771833,
2620,E1320600022111,住吉文化センター,東京都府中市住吉町1-61,,,,35.660311,139.460272,
2621,E1320600023111,府中市立住吉小学校,東京都府中市住吉町2-30,1,,,35.65606242,139.4593822,
2622,E1320600024111,府中市立第九中学校,東京都府中市小柳町2-49,1,,,35.66279924,139.5035565,
2623,E1320600025111,府中市立小柳小学校,東京都府中市小柳町3-21,1,,,35.66001287,139.5043923,
2624,E1320600026111,府中市立新町小学校,東京都府中市新町1-25,1,,,35.68664431,139.4856648,
2625,E1320600027111,新町文化センター,東京都府中市新町1-66,,,,35.687184,139.489323,
2626,E1320600028111,府中市立第五中学校,東京都府中市新町2-44,1,,,35.68660057,139.4932853,
2627,E1320600029111,府中市立府中第八小学校,東京都府中市是政1-34,1,,,35.66267538,139.4953513,
2628,E1320600030111,是政文化センター,東京都府中市是政2-20,,,,35.660884,139.495294,
2629,E1320600033111,西府文化センター,東京都府中市西府町1-60,,,,35.670923,139.456235,
2630,E1320600034111,府中市立第十中学校,東京都府中市西府町4-21,1,,,35.6784409,139.4528204,
2631,E1320600036111,府中市立浅間中学校,東京都府中市浅間町1-1,1,,,35.67351923,139.4911515,
2632,E1320600037111,生涯学習センター,東京都府中市浅間町1-7,,,,35.679031,139.496436,
2633,E1320600040111,府中市立府中第六小学校,東京都府中市天神町4-14,1,,,35.68454337,139.492335,
2634,E1320600042111,府中市立南町小学校,東京都府中市南町3-6,1,,,35.66196427,139.4674607,
2635,E1320600046111,府中市立日新小学校,東京都府中市日新町5-22,1,,,35.66819548,139.4436457,
2636,E1320600047111,府中市立府中第四小学校,東京都府中市白糸台1-58,1,,,35.66689916,139.5081306,
2637,E1320600048111,白糸台文化センター,東京都府中市白糸台1-60,,,,35.667095,139.506103,
2638,E1320600049111,府中市立白糸台小学校,東京都府中市白糸台2-16,1,,,35.66947337,139.5141197,
2639,E1320600050111,府中市立南白糸台小学校,東京都府中市白糸台6-48,1,,,35.66054605,139.5165997,
2640,E1320600051111,府中市立第四中学校,東京都府中市美好町2-13,1,,,35.67383938,139.4653423,
2641,E1320600052111,ルミエール府中（市民会館）,東京都府中市府中町2-24,,,,35.676109,139.483931,
2642,E1320600053111,中央文化センター,東京都府中市府中町2-25,,,,35.675768,139.482172,
2643,E1320600055111,武蔵台文化センター,東京都府中市武蔵台2-2,,,,35.688587,139.461417,
2644,E1320600056111,府中市立武蔵台小学校,東京都府中市武蔵台2-3,1,,,35.68905326,139.4634518,
2645,E1320600057111,府中市立第七中学校,東京都府中市武蔵台2-4,1,,,35.68907723,139.4621799,
2646,E1320600058111,片町文化センター,東京都府中市片町2-17,,,,35.670264,139.46938,
2647,E1320600059111,府中市立府中第三小学校,東京都府中市片町3-5,1,,,35.66800639,139.4721412,
2648,E1320600060111,府中市立府中第七小学校,東京都府中市北山町2-23,1,,,35.68756099,139.456311,
2649,E1320600061111,府中市立府中第五小学校,東京都府中市本宿町1-51,1,,,35.6694084,139.4580415,
2650,E1320600062111,府中市立本宿小学校,東京都府中市本宿町4-19,1,,,35.67962059,139.4608706,
2651,E1320600063111,府中市立第三中学校,東京都府中市本町4-16,1,,,35.66511237,139.4689286,
2652,E1320600064111,府中市立矢崎小学校,東京都府中市矢崎町4-9,1,,,35.65783966,139.4761072,
2653,E1320600065111,郷土の森総合体育館,東京都府中市矢崎町5-5,,,,35.655757,139.477451,
2654,E1320600066111,府中市立府中第二小学校,東京都府中市緑町1-29,1,,,35.67395052,139.4861483,
2655,E1322300035121,特別養護老人ホーム　サンシャインホーム,東京都武蔵村山市伊奈平4-10-2,,⑴ 市の指定する避難所における生活に支障があると認められること。 ⑵ 災害対策基本法（昭和３６年法律第２２３号）第４９条の１４に規定する個別避難計画を策定しており、支援者がいること。,高齢者（介護者含む）,35.735535,139.377319,
2656,E1322300003111,武蔵村山市立第九小学校,東京都武蔵村山市学園1-85-1,1,,,35.74785883,139.3942757,
2657,E1322300005121,武蔵村山市民総合センター　身体障害者福祉センター,東京都武蔵村山市学園4-5-1,1,受入対象者のうち、医療的ケアが必要な方を除く,障害者（家族含む）,35.746238,139.403219,
2658,E1322300006111,武蔵村山市立雷塚小学校,東京都武蔵村山市学園4-6-1,1,,,35.74602259,139.4017542,
2659,E1322300034121,社会福祉法人あすはの会　障害者支援施設福生第二学園,東京都武蔵村山市三ツ藤2-34-1,,同施設で提供されている生活介護利用者又は短期入所利用者とその介護者,障害者（家族含む）,35.752312,139.376801,
2660,E1322300010111,武蔵村山市立第八小学校,東京都武蔵村山市三ツ藤2-50-1,1,,,35.7504311,139.3759138,
2661,E1322300013111,武蔵村山市立第二小学校,東京都武蔵村山市三ツ木2-12-2,1,,,35.75804479,139.3739671,
2662,E1322300016111,武蔵村山市立第十小学校,東京都武蔵村山市残堀5-100-1,1,,,35.75301793,139.3667894,
2663,E1322300017111,武蔵村山市立第五中学校,東京都武蔵村山市残堀5-55,1,,,35.75342512,139.3689214,
2664,E1322300018111,武蔵村山市立第三中学校,東京都武蔵村山市神明4-117-1,1,,,35.74988234,139.4040074,
2665,E1322300019111,武蔵村山市立小中一貫校大南学園第七小学校,東京都武蔵村山市大南2-78-1,1,,,35.73984828,139.4019016,
2666,E1322300020111,武蔵村山市立小中一貫校大南学園第四中学校,東京都武蔵村山市大南2-79-1,1,,,35.74007913,139.4005636,
2667,E1322300026111,武蔵村山市立第三小学校,東京都武蔵村山市中藤1-36-1,1,,,35.75682815,139.3980043,
2668,E1322300027111,武蔵村山市立第一小学校,東京都武蔵村山市本町1-1-11,1,,,35.75465861,139.3881575,
2669,E1322300028111,武蔵村山市立第一中学校,東京都武蔵村山市本町2-76-1,1,,,35.75491616,139.3820494,
2670,E1322300031111,武蔵村山市立小中一貫校村山学園,東京都武蔵村山市緑が丘1460,1,,,35.73955918,139.4095277,
2671,E1320300001111,武蔵野市立第五中学校,東京都武蔵野市関前2-10-20,,,,35.71058,139.55139,
2672,E1320300001112,武蔵野市立第五小学校,東京都武蔵野市関前2-10-20,,,,35.710964,139.55191,学校改築に伴い令和10年３月まで一時移転
2673,E1320300003111,武蔵野市立関前南小学校,東京都武蔵野市関前3-37-26,,,,35.713729,139.54993,
2674,E1320300004111,武蔵野市立第三中学校,東京都武蔵野市吉祥寺東町1-23-8,,,,35.707605,139.586709,
2675,E1320300005111,武蔵野市立本宿小学校,東京都武蔵野市吉祥寺東町4-1-9,,,,35.704827,139.590757,
2676,E1320300006111,武蔵野市立第三小学校,東京都武蔵野市吉祥寺南町2-35-9,,,,35.702529,139.58704,
2677,E1320300007111,武蔵野市立第四小学校,東京都武蔵野市吉祥寺北町2-4-5,,,,35.712421,139.580674,
2678,E1320300008111,武蔵野市立大野田小学校,東京都武蔵野市吉祥寺北町4-11-37,,,,35.715675,139.566775,
2679,E1320300009111,武蔵野市立第四中学校,東京都武蔵野市吉祥寺北町5-11-41,,,,35.718775,139.569825,
2680,E1320300010111,武蔵野市立井之頭小学校,東京都武蔵野市吉祥寺本町3-27-19,,,,35.704082,139.568217,
2681,E1320300011111,武蔵野市立第一小学校,東京都武蔵野市吉祥寺本町4-17-16,,,,35.708957,139.573558,
2682,E1320300012111,武蔵野市立第六中学校,東京都武蔵野市境3-20-10,,,,35.708509,139.545357,
2683,E1320300013111,都立武蔵高等学校,東京都武蔵野市境4-13-28,,,,35.707816,139.539306,
2684,E1320300014111,武蔵野市立第二小学校,東京都武蔵野市境4-2-15,,,,35.708394,139.542481,
2685,E1320300015111,武蔵野市立境南小学校,東京都武蔵野市境南町2-27-27,,,,35.697144,139.544489,
2686,E1320300016111,武蔵野市立第二中学校,東京都武蔵野市桜堤1-7-31,,,,35.709808,139.534987,
2687,E1320300017111,武蔵野市立桜野小学校,東京都武蔵野市桜堤1-8-19,,,,35.709897,139.534117,
2688,E1320300018111,武蔵野市立第一中学校,東京都武蔵野市中町3-9-5,,,,35.710961,139.565675,
2689,E1320300019111,都立武蔵野北高等学校,東京都武蔵野市八幡町2-3-10,,,,35.719819,139.557285,
2690,E1320300020111,武蔵野市立千川小学校,東京都武蔵野市八幡町3-5-25,,,,35.718635,139.553507,
2691,E1321800002111,福生第二中学校,東京都福生市加美平1-22-1,1,,,35.751771352895,139.32607445825,
2692,E1321800003111,福生第六小学校,東京都福生市加美平1-9-1,1,,,35.749205951052,139.32808899919,
2693,E1321800004111,福生第三小学校,東京都福生市牛浜162,1,,,35.736063582759,139.33607648343,
2694,E1321800011111,防災食育センター,東京都福生市熊川1606-1,,,,35.723178724872,139.35203564248,
2695,E1321800014111,福東会館,東京都福生市熊川1662-7,,,,35.722443541163,139.34589719269,
2696,E1321800015111,都立多摩工業高等学校,東京都福生市熊川215,1,,,35.716152429792,139.33753657591,
2697,E1321800016111,熊川地域体育館,東京都福生市熊川380-7,,,,35.720588746829,139.33703108577,
2698,E1321800018111,福生第二小学校,東京都福生市熊川623,1,,,35.724541877769,139.33661467993,
2699,E1321800019111,福生第一中学校,東京都福生市熊川845,1,,,35.731200508227,139.33654651208,
2700,E1321800023111,福生第五小学校,東京都福生市南田園1-2-2,1,,,35.721185560169,139.33255995075,
2701,E1321800024111,福生第三中学校,東京都福生市南田園3-1-1,1,,,35.729061689353,139.33225749809,
2702,E1321800026111,福生地域体育館,東京都福生市武蔵野台1-8-7,,,,35.746246343288,139.33408141639,
2703,E1321800027111,福生第一小学校,東京都福生市福生1055,1,,,35.741849027314,139.32532842752,
2704,E1321800029111,福生第四小学校,東京都福生市福生1290,1,,,35.745118140835,139.32135779397,
2705,E1321800034111,福生第七小学校,東京都福生市北田園1-1-1,1,,,35.732740056351,139.3274143588,
2706,E1321800036111,都立福生高等学校,東京都福生市北田園2-11-3,1,,,35.736573742143,139.3230346499,
2707,E1321800038111,中央体育館,東京都福生市北田園2-9-1,,,,35.734542161873,139.32240421139,
2708,E1310500001121,介護老人保健施設音羽えびすの郷,東京都文京区音羽1-22-14,,,要配慮者,35.7139033755479,139.729771525022,
2709,E1310500058121,杜の癒しハウス文京関口,東京都文京区関口1-14-12,,,要配慮者,35.708392,139.733839,
2710,E1310500002111,関口台町小学校,東京都文京区関口2-6-1,,,,35.7118065763198,139.726848827221,
2711,E1310500062121,東京都立文京盲学校,東京都文京区後楽1-7-6,,,要配慮者,35.705857,139.747189,
2712,E1310500004111,第六中学校,東京都文京区向丘1-2-2,,,,35.7170551840656,139.757751856003,
2713,E1310500037121,文京向丘高齢者在宅サービスセンター,東京都文京区向丘2-22-9,,,要配慮者,35.7234659354433,139.757253684986,
2714,E1310500006111,駒本小学校,東京都文京区向丘2-37-5,,,,35.7244276559031,139.754545068149,
2715,E1310500007111,根津小学校,東京都文京区根津1-14-3,,,,35.7182500942176,139.763445087444,
2716,E1310500008121,特別養護老人ホーム洛和ヴィラ文京春日,東京都文京区春日1-9-21,,,要配慮者,35.7080674640902,139.746127447755,
2717,E1310500009111,第三中学校,東京都文京区春日1-9-31,,,,35.709108958004,139.746981543109,
2718,E1310500056121,小石川ヒルサイドテラス,東京都文京区春日2-4-8,,,要配慮者,35.709678,139.743969,
2719,E1310500010111,金富小学校,東京都文京区春日2-6-15,,,,35.7108718940229,139.741596509431,
2720,E1310500011111,茗台中学校,東京都文京区春日2-9-5,,,,35.7134609052773,139.741190966595,
2721,E1310500012111,柳町小学校,東京都文京区小石川1-23-16,,,,35.714293245195,139.750176244338,
2722,E1310500013111,礫川小学校,東京都文京区小石川2-13-2,,,,35.710772378466,139.747508565041,
2723,E1310500014121,文京区立小石川福祉作業所,東京都文京区小石川3-30-6,,,要配慮者,35.7140865590725,139.748690655473,
2724,E1310500015121,短期入所生活介護あけぼし,東京都文京区小石川5-11-8,,,要配慮者,35.716910337765,139.741303239836,
2725,E1310500016111,第一中学校,東京都文京区小石川5-8-9,,,,35.7180456937068,139.73881057211,
2726,E1310500057121,優っくり村文京小日向,東京都文京区小日向1-23-26,,,要配慮者,35.714215,139.737258,
2727,E1310500017111,文京江戸川橋体育館,東京都文京区小日向1-7-4,,,,35.710329584873,139.735551058044,
2728,E1310500018121,障害者支援施設リアン文京,東京都文京区小日向2-16-15,,,要配慮者,35.7105411515225,139.73452602929,
2729,E1310500019111,小日向台町小学校,東京都文京区小日向2-3-8,,,,35.7131938856251,139.73554378275,
2730,E1310500020111,誠之小学校,東京都文京区西片2-14-6,,,,35.7178287126947,139.753911412906,
2731,E1310500054121,グッドライフケアセンター向丘,東京都文京区西片2-19-15,,,要配慮者,35.716412,139.757065,
2732,E1310500021111,明化小学校,東京都文京区千石1-13-9,,,,35.7249459261623,139.744882492123,
2733,E1310500022111,林町小学校,東京都文京区千石2-36-3,,,,35.7243104497913,139.742277238425,
2734,E1310500023111,第十中学校,東京都文京区千石2-40-17,,,,35.7237020314416,139.742761009035,
2735,E1310500024111,第八中学校,東京都文京区千駄木2-19-22,,,,35.724415512481,139.761230988348,
2736,E1310500025111,汐見小学校,東京都文京区千駄木2-19-23,,,,35.7235249370873,139.760888752853,
2737,E1310500026121,特別養護老人ホーム文京千駄木の郷,東京都文京区千駄木5-19-2,,,要配慮者,35.7266535466563,139.760112576827,
2738,E1310500027111,文林中学校,東京都文京区千駄木5-25-10,,,,35.7281187211891,139.758581930686,
2739,E1310500028111,千駄木小学校,東京都文京区千駄木5-44-2,,,,35.7291334900788,139.75899733953,
2740,E1310500029111,音羽中学校,東京都文京区大塚1-9-24,,,,35.7171798827857,139.732857594843,
2741,E1310500031111,窪町小学校,東京都文京区大塚3-2-3,,,,35.7190107863315,139.73604847127,
2742,E1310500032111,大塚小学校,東京都文京区大塚4-1-7,,,,35.7237169037196,139.736344373468,
2743,E1310500033121,特別養護老人ホーム文京くすのきの郷,東京都文京区大塚4-18-1,,,要配慮者,35.724036756489,139.734733738271,
2744,E1310500034122,特別養護老人ホーム文京大塚みどりの郷,東京都文京区大塚4-50-1,,,要配慮者,35.724616,139.73082,
2745,E1310500034121,文京区立大塚福祉作業所,東京都文京区大塚4-50-1,,,要配慮者,35.724596134244,139.7308610032,
2746,E1310500036111,青柳小学校,東京都文京区大塚5-40-18,,,,35.7206903824739,139.724969005237,
2747,E1310500005121,文京湯島高齢者在宅サービスセンター,東京都文京区湯島2-28-14,,,要配慮者,35.706541524787,139.766702827166,
2748,E1310500005112,湯島小学校,東京都文京区湯島2-28-14,,,,35.706528456792,139.766493614864,
2749,E1310500038121,特別養護老人ホームゆしまの郷,東京都文京区湯島3-29-10,,,要配慮者,35.7069332324557,139.768393183111,
2750,E1310500039111,教育センター,東京都文京区湯島4-7-10,,,,35.7088676866326,139.765766001663,
2751,E1310500053121,龍岡介護老人保健施設,東京都文京区湯島4-9-8,,,要配慮者,35.709478,139.764578,
2752,E1310500040111,指ヶ谷小学校,東京都文京区白山2-28-4,,,,35.7172950854322,139.750663180845,
2753,E1310500055121,グループホーム白山みやびの郷,東京都文京区白山2-29-9,,,要配慮者,35.717613,139.750974,
2754,E1310500042121,特別養護老人ホーム文京白山の郷,東京都文京区白山5-16-3,,,要配慮者,35.724657,139.746777,
2755,E1310500043112,元町ウェルネスパーク,東京都文京区本郷1-1-19,,,,35.702991,139.758316,
